id,地域,測地系,年度,ファイル容量,ファイル名,url
A10,福島,世界測地系,平成22年,1.44MB,A10-10_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_07_GML.zip
A10,福島,世界測地系,平成23年,0.97MB,A10-11_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_07_GML.zip
A10,福島,世界測地系,平成27年,0.97MB,A10-15_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_07_GML.zip
A10,茨城,世界測地系,平成18年,1.11MB,A10-06_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_08_GML.zip
A10,茨城,世界測地系,平成22年,1.48MB,A10-10_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_08_GML.zip
A10,茨城,世界測地系,平成23年,1.12MB,A10-11_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_08_GML.zip
A10,茨城,世界測地系,平成27年,1.08MB,A10-15_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_08_GML.zip
A10,栃木,世界測地系,平成18年,0.57MB,A10-06_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_09_GML.zip
A10,栃木,世界測地系,平成22年,0.89MB,A10-10_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_09_GML.zip
A10,栃木,世界測地系,平成23年,0.50MB,A10-11_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_09_GML.zip
A10,栃木,世界測地系,平成27年,0.50MB,A10-15_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_09_GML.zip
A10,群馬,世界測地系,平成18年,0.53MB,A10-06_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_10_GML.zip
A10,群馬,世界測地系,平成22年,0.67MB,A10-10_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_10_GML.zip
A10,群馬,世界測地系,平成23年,0.50MB,A10-11_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_10_GML.zip
A10,群馬,世界測地系,平成27年,0.57MB,A10-15_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_10_GML.zip
A10,埼玉,世界測地系,平成18年,0.33MB,A10-06_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_11_GML.zip
A10,埼玉,世界測地系,平成22年,0.65MB,A10-10_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_11_GML.zip
A10,埼玉,世界測地系,平成23年,0.31MB,A10-11_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_11_GML.zip
A10,埼玉,世界測地系,平成27年,0.30MB,A10-15_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_11_GML.zip
A10,千葉,世界測地系,平成18年,0.56MB,A10-06_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_12_GML.zip
A10,千葉,世界測地系,平成22年,1.21MB,A10-10_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_12_GML.zip
A10,千葉,世界測地系,平成23年,0.87MB,A10-11_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_12_GML.zip
A10,千葉,世界測地系,平成27年,1.47MB,A10-15_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_12_GML.zip
A10,東京,世界測地系,平成18年,1.54MB,A10-06_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_13_GML.zip
A10,東京,世界測地系,平成22年,4.13MB,A10-10_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_13_GML.zip
A10,東京,世界測地系,平成23年,1.65MB,A10-11_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_13_GML.zip
A10,東京,世界測地系,平成27年,4.01MB,A10-15_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_13_GML.zip
A10,神奈川,世界測地系,平成18年,0.42MB,A10-06_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_14_GML.zip
A10,神奈川,世界測地系,平成22年,0.60MB,A10-10_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_14_GML.zip
A10,神奈川,世界測地系,平成23年,0.35MB,A10-11_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_14_GML.zip
A10,神奈川,世界測地系,平成27年,0.35MB,A10-15_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_14_GML.zip
A10,新潟,世界測地系,平成18年,2.05MB,A10-06_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_15_GML.zip
A10,新潟,世界測地系,平成22年,3.19MB,A10-10_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_15_GML.zip
A10,新潟,世界測地系,平成23年,1.88MB,A10-11_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_15_GML.zip
A10,新潟,世界測地系,平成27年,2.83MB,A10-15_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_15_GML.zip
A10,富山,世界測地系,平成18年,0.62MB,A10-06_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_16_GML.zip
A10,富山,世界測地系,平成22年,0.66MB,A10-10_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_16_GML.zip
A10,富山,世界測地系,平成23年,0.60MB,A10-11_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_16_GML.zip
A10,富山,世界測地系,平成27年,0.69MB,A10-15_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_16_GML.zip
A10,石川,世界測地系,平成18年,0.73MB,A10-06_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_17_GML.zip
A10,石川,世界測地系,平成22年,1.56MB,A10-10_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_17_GML.zip
A10,石川,世界測地系,平成23年,0.70MB,A10-11_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_17_GML.zip
A10,石川,世界測地系,平成27年,1.10MB,A10-15_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_17_GML.zip
A10,福井,世界測地系,平成18年,0.65MB,A10-06_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_18_GML.zip
A10,福井,世界測地系,平成22年,2.05MB,A10-10_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_18_GML.zip
A10,福井,世界測地系,平成23年,0.65MB,A10-11_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_18_GML.zip
A10,福井,世界測地系,平成27年,1.36MB,A10-15_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_18_GML.zip
A10,山梨,世界測地系,平成18年,0.66MB,A10-06_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_19_GML.zip
A10,山梨,世界測地系,平成22年,0.96MB,A10-10_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_19_GML.zip
A10,山梨,世界測地系,平成23年,0.62MB,A10-11_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_19_GML.zip
A10,山梨,世界測地系,平成27年,0.57MB,A10-15_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_19_GML.zip
A10,長野,世界測地系,平成18年,2.03MB,A10-06_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_20_GML.zip
A10,長野,世界測地系,平成22年,2.13MB,A10-10_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_20_GML.zip
A10,長野,世界測地系,平成23年,1.95MB,A10-11_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_20_GML.zip
A10,長野,世界測地系,平成27年,2.21MB,A10-15_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_20_GML.zip
A10,岐阜,世界測地系,平成18年,1.00MB,A10-06_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_21_GML.zip
A10,岐阜,世界測地系,平成22年,0.89MB,A10-10_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_21_GML.zip
A10,岐阜,世界測地系,平成23年,0.90MB,A10-11_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_21_GML.zip
A10,岐阜,世界測地系,平成27年,0.87MB,A10-15_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_21_GML.zip
A10,静岡,世界測地系,平成18年,1.87MB,A10-06_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_22_GML.zip
A10,静岡,世界測地系,平成22年,2.55MB,A10-10_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_22_GML.zip
A10,静岡,世界測地系,平成23年,1.79MB,A10-11_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_22_GML.zip
A10,静岡,世界測地系,平成27年,1.97MB,A10-15_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_22_GML.zip
A10,愛知,世界測地系,平成18年,0.97MB,A10-06_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_23_GML.zip
A10,愛知,世界測地系,平成22年,1.91MB,A10-10_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_23_GML.zip
A10,愛知,世界測地系,平成23年,0.97MB,A10-11_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_23_GML.zip
A10,愛知,世界測地系,平成27年,1.14MB,A10-15_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_23_GML.zip
A10,三重,世界測地系,平成18年,1.73MB,A10-06_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_24_GML.zip
A10,三重,世界測地系,平成22年,3.89MB,A10-10_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_24_GML.zip
A10,三重,世界測地系,平成23年,1.56MB,A10-11_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_24_GML.zip
A10,三重,世界測地系,平成27年,2.39MB,A10-15_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_24_GML.zip
A10,滋賀,世界測地系,平成18年,0.98MB,A10-06_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_25_GML.zip
A10,滋賀,世界測地系,平成22年,1.00MB,A10-10_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_25_GML.zip
A10,滋賀,世界測地系,平成23年,0.90MB,A10-11_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_25_GML.zip
A10,滋賀,世界測地系,平成27年,0.87MB,A10-15_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_25_GML.zip
A10,京都,世界測地系,平成18年,0.30MB,A10-06_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_26_GML.zip
A10,京都,世界測地系,平成22年,1.77MB,A10-10_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_26_GML.zip
A10,京都,世界測地系,平成23年,0.44MB,A10-11_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_26_GML.zip
A10,京都,世界測地系,平成27年,0.86MB,A10-15_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_26_GML.zip
A10,大阪,世界測地系,平成18年,0.33MB,A10-06_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_27_GML.zip
A10,大阪,世界測地系,平成22年,0.38MB,A10-10_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_27_GML.zip
A10,大阪,世界測地系,平成23年,0.32MB,A10-11_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_27_GML.zip
A10,大阪,世界測地系,平成27年,0.29MB,A10-15_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_27_GML.zip
A10,兵庫,世界測地系,平成18年,1.56MB,A10-06_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_28_GML.zip
A10,兵庫,世界測地系,平成22年,2.98MB,A10-10_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_28_GML.zip
A10,兵庫,世界測地系,平成23年,1.15MB,A10-11_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_28_GML.zip
A10,兵庫,世界測地系,平成27年,2.09MB,A10-15_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_28_GML.zip
A10,奈良,世界測地系,平成18年,0.60MB,A10-06_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_29_GML.zip
A10,奈良,世界測地系,平成22年,0.91MB,A10-10_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_29_GML.zip
A10,奈良,世界測地系,平成23年,0.56MB,A10-11_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_29_GML.zip
A10,奈良,世界測地系,平成27年,0.55MB,A10-15_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_29_GML.zip
A10,和歌山,世界測地系,平成18年,1.23MB,A10-06_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_30_GML.zip
A10,和歌山,世界測地系,平成22年,3.32MB,A10-10_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_30_GML.zip
A10,和歌山,世界測地系,平成23年,0.95MB,A10-11_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_30_GML.zip
A10,和歌山,世界測地系,平成27年,1.69MB,A10-15_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_30_GML.zip
A10,鳥取,世界測地系,平成18年,0.67MB,A10-06_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_31_GML.zip
A10,鳥取,世界測地系,平成22年,0.90MB,A10-10_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_31_GML.zip
A10,鳥取,世界測地系,平成23年,0.52MB,A10-11_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_31_GML.zip
A10,鳥取,世界測地系,平成27年,0.66MB,A10-15_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_31_GML.zip
A10,島根,世界測地系,平成18年,1.13MB,A10-06_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_32_GML.zip
A10,島根,世界測地系,平成22年,3.12MB,A10-10_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_32_GML.zip
A10,島根,世界測地系,平成23年,0.54MB,A10-11_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_32_GML.zip
A10,島根,世界測地系,平成27年,1.41MB,A10-15_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_32_GML.zip
A10,岡山,世界測地系,平成18年,0.96MB,A10-06_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_33_GML.zip
A10,岡山,世界測地系,平成22年,1.86MB,A10-10_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_33_GML.zip
A10,岡山,世界測地系,平成23年,0.85MB,A10-11_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_33_GML.zip
A10,岡山,世界測地系,平成27年,1.30MB,A10-15_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_33_GML.zip
A10,広島,世界測地系,平成18年,0.67MB,A10-06_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_34_GML.zip
A10,広島,世界測地系,平成22年,1.32MB,A10-10_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_34_GML.zip
A10,広島,世界測地系,平成23年,0.69MB,A10-11_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_34_GML.zip
A10,広島,世界測地系,平成27年,1.85MB,A10-15_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_34_GML.zip
A10,山口,世界測地系,平成18年,0.97MB,A10-06_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_35_GML.zip
A10,山口,世界測地系,平成22年,2.80MB,A10-10_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_35_GML.zip
A10,山口,世界測地系,平成23年,1.05MB,A10-11_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_35_GML.zip
A10,山口,世界測地系,平成27年,2.09MB,A10-15_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_35_GML.zip
A10,徳島,世界測地系,平成18年,0.40MB,A10-06_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_36_GML.zip
A10,徳島,世界測地系,平成22年,1.10MB,A10-10_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_36_GML.zip
A10,徳島,世界測地系,平成23年,0.38MB,A10-11_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_36_GML.zip
A10,徳島,世界測地系,平成27年,0.72MB,A10-15_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_36_GML.zip
A10,香川,世界測地系,平成18年,0.62MB,A10-06_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_37_GML.zip
A10,香川,世界測地系,平成22年,0.85MB,A10-10_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_37_GML.zip
A10,香川,世界測地系,平成23年,0.63MB,A10-11_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_37_GML.zip
A10,香川,世界測地系,平成27年,1.22MB,A10-15_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_37_GML.zip
A10,愛媛,世界測地系,平成18年,1.06MB,A10-06_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_38_GML.zip
A10,愛媛,世界測地系,平成22年,2.49MB,A10-10_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_38_GML.zip
A10,愛媛,世界測地系,平成23年,1.09MB,A10-11_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_38_GML.zip
A10,愛媛,世界測地系,平成27年,2.40MB,A10-15_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_38_GML.zip
A10,高知,世界測地系,平成18年,0.98MB,A10-06_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_39_GML.zip
A10,高知,世界測地系,平成22年,2.27MB,A10-10_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_39_GML.zip
A10,高知,世界測地系,平成23年,1.00MB,A10-11_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_39_GML.zip
A10,高知,世界測地系,平成27年,1.62MB,A10-15_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_39_GML.zip
A10,福岡,世界測地系,平成18年,1.17MB,A10-06_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_40_GML.zip
A10,福岡,世界測地系,平成22年,1.70MB,A10-10_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_40_GML.zip
A10,福岡,世界測地系,平成23年,1.19MB,A10-11_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_40_GML.zip
A10,福岡,世界測地系,平成27年,1.53MB,A10-15_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_40_GML.zip
A10,佐賀,世界測地系,平成18年,0.42MB,A10-06_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_41_GML.zip
A10,佐賀,世界測地系,平成22年,1.15MB,A10-10_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_41_GML.zip
A10,佐賀,世界測地系,平成23年,0.43MB,A10-11_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_41_GML.zip
A10,佐賀,世界測地系,平成27年,0.67MB,A10-15_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_41_GML.zip
A10,長崎,世界測地系,平成18年,2.60MB,A10-06_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_42_GML.zip
A10,長崎,世界測地系,平成22年,10.20MB,A10-10_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_42_GML.zip
A10,長崎,世界測地系,平成23年,2.65MB,A10-11_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_42_GML.zip
A10,長崎,世界測地系,平成27年,5.47MB,A10-15_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_42_GML.zip
A10,熊本,世界測地系,平成18年,1.33MB,A10-06_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_43_GML.zip
A10,熊本,世界測地系,平成22年,4.57MB,A10-10_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_43_GML.zip
A10,熊本,世界測地系,平成23年,1.22MB,A10-11_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_43_GML.zip
A10,熊本,世界測地系,平成27年,1.88MB,A10-15_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_43_GML.zip
A10,大分,世界測地系,平成18年,1.41MB,A10-06_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_44_GML.zip
A10,大分,世界測地系,平成22年,3.22MB,A10-10_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_44_GML.zip
A10,大分,世界測地系,平成23年,1.43MB,A10-11_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_44_GML.zip
A10,大分,世界測地系,平成27年,2.03MB,A10-15_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_44_GML.zip
A10,宮崎,世界測地系,平成18年,0.94MB,A10-06_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_45_GML.zip
A10,宮崎,世界測地系,平成22年,1.98MB,A10-10_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_45_GML.zip
A10,宮崎,世界測地系,平成23年,0.95MB,A10-11_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_45_GML.zip
A10,宮崎,世界測地系,平成27年,1.64MB,A10-15_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_45_GML.zip
A10,鹿児島,世界測地系,平成18年,1.57MB,A10-06_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_46_GML.zip
A10,鹿児島,世界測地系,平成22年,5.43MB,A10-10_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_46_GML.zip
A10,鹿児島,世界測地系,平成23年,1.60MB,A10-11_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_46_GML.zip
A10,鹿児島,世界測地系,平成27年,4.22MB,A10-15_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_46_GML.zip
A10,沖縄,世界測地系,平成18年,1.00MB,A10-06_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_47_GML.zip
A10,沖縄,世界測地系,平成22年,3.22MB,A10-10_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_47_GML.zip
A10,沖縄,世界測地系,平成23年,2.03MB,A10-11_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_47_GML.zip
A10,沖縄,世界測地系,平成27年,5.39MB,A10-15_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_47_GML.zip
A10,全国,世界測地系,平成22年,22.48MB,A10-10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_GML.zip
A11,北海道,世界測地系,平成18年,0.09MB,A11-06_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A11/A11-06/A11-06_01_GML.zip
A11,北海道,世界測地系,平成23年,0.16MB,A11-11_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A11/A11-11/A11-11_01_GML.zip
A11,北海道,世界測地系,平成27年,0.20MB,A11-15_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A11/A11-15/A11-15_01_GML.zip
A11,青森,世界測地系,平成18年,0.05MB,A11-06_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A11/A11-06/A11-06_02_GML.zip
